user_id,item_id,item_name,playtime_forever
fatpaynus,730,Counter-Strike: Global Offensive,75310
Zazzak10,20920,The Witcher 2: Assassins of Kings Enhanced Edition,1405
76561197976922181,730,Counter-Strike: Global Offensive,15008
treB-L,730,Counter-Strike: Global Offensive,21884
iLaGGaH,47920,Shift 2 Unleashed,1173
76561198041906216,550,Left 4 Dead 2,4535
virex4,80,Counter-Strike: Condition Zero,26740
ImWinKo,730,Counter-Strike: Global Offensive,44598
PigdogGetSome,377160,Fallout 4,3684
76561198054189921,230410,Warframe,7669
Hasam1,209870,Blacklight: Retribution,2398
1234567io9872345678765432,730,Counter-Strike: Global Offensive,48714
76561198046729008,260230,Valiant Hearts: The Great War™ / Soldats Inconnus : Mémoires de la Grande Guerre™,95
Froppz,34900,Bad Rats,228
76561198031938463,22370,Fallout 3 - Game of the Year Edition,20
7656119806181852,730,Counter-Strike: Global Offensive,78171
Crackleking76,300,Day of Defeat: Source,60
apotatodealer,240,Counter-Strike: Source,10031
SassyLemon,42700,Call of Duty: Black Ops,4640
EcoKitty,730,Counter-Strike: Global Offensive,132434
ShevilleWarhand,353360,how do you Do It?,7
phishtanke,232090,Killing Floor 2,2232
2768820078,377160,Fallout 4,25220
76561198128220819,550,Left 4 Dead 2,3564
xychome,550,Left 4 Dead 2,64435
tomeyoung,221380,Age of Empires II: HD Edition,5791
itsfilfyd,214490,Alien: Isolation,3097
lazasmurf,730,Counter-Strike: Global Offensive,12250
76561197988397124,364450,Freshman Year,10
mayshowganmore,10,Counter-Strike,10113
noizypuppy,221380,Age of Empires II: HD Edition,11985
TheGamingHeadcrab,9450,"Warhammer 40,000: Dawn of War – Soulstorm",18006
76561198029069901,333930,Dirty Bomb,111
76561198038335264,261570,Ori and the Blind Forest,713
Joshycraft,8870,BioShock Infinite,563
76561198016564178,39140,FINAL FANTASY VII,2106
b1gb007yb17ch3s,250900,The Binding of Isaac: Rebirth,3215
76561198070812992,209650,Call of Duty: Advanced Warfare,427
Hypahh,730,Counter-Strike: Global Offensive,47036
gunman0007,40800,Super Meat Boy,522
seblyftw,730,Counter-Strike: Global Offensive,40150
nickosmexy,730,Counter-Strike: Global Offensive,48781
76561198141889949,730,Counter-Strike: Global Offensive,323
76561198083888554,330830,Tales from the Borderlands,1823
companothemuslim,222750,Wargame: AirLand Battle,2374
zi8gzag,730,Counter-Strike: Global Offensive,67136
death-comes,730,Counter-Strike: Global Offensive,29734
76561198080804547,17080,Tribes: Ascend,725
sgtlukiebear,730,Counter-Strike: Global Offensive,41364
fac3bragAxenAdraswucAt5uhucHaCed,230410,Warframe,1048
pudjapu,550,Left 4 Dead 2,1936
alasdair2013,15120,Tom Clancy's Rainbow Six: Vegas 2,1214
Hawwwk,55230,Saints Row: The Third,2086
76561198067021476,730,Counter-Strike: Global Offensive,35502
DDSHADOW77,730,Counter-Strike: Global Offensive,96850
76561198101552611,232090,Killing Floor 2,1501
76561198075023672,206210,Gotham City Impostors: Free To Play,1212
Pinki3,332800,Five Nights at Freddy's 2,569
yungcoconut,730,Counter-Strike: Global Offensive,33330
76561198088082495,245550,Free to Play,264
76561198061503100,24240,PAYDAY: The Heist,82
Vanillabun,200170,Worms Revolution,1605
76561198107847795,1250,Killing Floor,2211
2092000666,34900,Bad Rats,788
TheUltimateNetwork,301910,Saints Row: Gat out of Hell,802
metiqu,730,Counter-Strike: Global Offensive,85681
76561198046546837,10500,Empire: Total War,4455
76561198046976160,250320,The Wolf Among Us,542
RAINZFOXX,39140,FINAL FANTASY VII,8718
76561198113994865,730,Counter-Strike: Global Offensive,29165
hfeygugbuhg,730,Counter-Strike: Global Offensive,69745
76561198001688490,24740,Burnout Paradise: The Ultimate Box,1408
76561198087566671,325610,Total War: ATTILA,27254
mithriel,730,Counter-Strike: Global Offensive,40531
MungySpap,8930,Sid Meier's Civilization V,1549
76561198064109096,45760,Ultra Street Fighter IV,20104
GGguy,263100,9.03m,15
purpledragonfun,21090,F.E.A.R.,376
blablabla174,730,Counter-Strike: Global Offensive,71558
polaritism,730,Counter-Strike: Global Offensive,24202
KarismaC,730,Counter-Strike: Global Offensive,86111
aloe2020,8930,Sid Meier's Civilization V,1658
76561198061456632,223850,3DMark,306
76561198096059368,8930,Sid Meier's Civilization V,46754
the_horseman,17470,Dead Space,0
liambull,220,Half-Life 2,6262
76561198077102914,261570,Ori and the Blind Forest,277
76561198037839582,230410,Warframe,1284
DrQuaz,3800,Advent Rising,361
Real_Rotunda,230410,Warframe,43229
76561198060324840,550,Left 4 Dead 2,5080
76561198101686893,240,Counter-Strike: Source,1874
obviouslyhjy69,730,Counter-Strike: Global Offensive,77221
BJEXHOOP,730,Counter-Strike: Global Offensive,74493
DEANOXHILL,730,Counter-Strike: Global Offensive,32900
JackPipsam,8930,Sid Meier's Civilization V,499
OG1,730,Counter-Strike: Global Offensive,98896
calello88,730,Counter-Strike: Global Offensive,871
76561198090446169,230410,Warframe,5307
76561198106769224,730,Counter-Strike: Global Offensive,48882
joex10,7940,Call of Duty 4: Modern Warfare,1471
deadlyUK,63380,Sniper Elite V2,45
hhheckle,730,Counter-Strike: Global Offensive,35010
Karetchi,17470,Dead Space,1066
pandashan,730,Counter-Strike: Global Offensive,41081
mrmutantduck,550,Left 4 Dead 2,333
LiberationestZ,300,Day of Defeat: Source,98
afroman2011,730,Counter-Strike: Global Offensive,40676
dothed4nnydance,32430,STAR WARS™: The Force Unleashed™ Ultimate Sith Edition,481
76561198084542731,47790,Medal of Honor(TM) Single Player,1775
JunG00berfuckingsucks,550,Left 4 Dead 2,2114
76561198045837166,730,Counter-Strike: Global Offensive,78367
76561198047572827,730,Counter-Strike: Global Offensive,47804
76561198107606347,730,Counter-Strike: Global Offensive,14354
helmerjunior,730,Counter-Strike: Global Offensive,28930
Qi_Bishop,730,Counter-Strike: Global Offensive,34717
ramramram,12900,Audiosurf,1120
76561198098017317,730,Counter-Strike: Global Offensive,2152
76561198072436582,333930,Dirty Bomb,12492
babyrainbowdash,230410,Warframe,28601
345675,220,Half-Life 2,754
76561198025475753,41500,Torchlight,733
fracler,730,Counter-Strike: Global Offensive,48448
NathanielPeace,333930,Dirty Bomb,188
Bowmore,6220,FlatOut,54
SamuelTepes,236450,PAC-MAN Championship Edition DX+,29
76561198047866465,240,Counter-Strike: Source,24013
76561198079651914,8870,BioShock Infinite,966
cbxkapil,208200,DOOM 3: BFG Edition,2205
exdddddddddd,730,Counter-Strike: Global Offensive,58801
headfullofsmeg,10180,Call of Duty: Modern Warfare 2,554
POISON_OAK,220,Half-Life 2,101
HewloThere,240,Counter-Strike: Source,19536
76561198064778508,235800,Audiosurf 2,116
lambdaop,10180,Call of Duty: Modern Warfare 2,1840
finnisabumhead,220,Half-Life 2,2028
inw019777,20920,The Witcher 2: Assassins of Kings Enhanced Edition,434
alnrelly,730,Counter-Strike: Global Offensive,79869
KoitsumiTH,261030,The Walking Dead: Season Two,2484
ungstein,240,Counter-Strike: Source,1683
76561198260732809,377160,Fallout 4,2552
76561198050861063,305380,Blue Estate,253
drunkchef,8930,Sid Meier's Civilization V,13078
76561198080600418,202970,Call of Duty: Black Ops II,184
SomeGuyThatPlaysGames,55230,Saints Row: The Third,288
iamhungryfeedme,6060,STAR WARS™ Battlefront™ II,5746
DemonicWolvz,232090,Killing Floor 2,3075
WarNorth,261920,Catzilla,37
iluvbutt,34900,Bad Rats,10
LaLocaDeLosDulces,80,Counter-Strike: Condition Zero,4079
76561198029596731,730,Counter-Strike: Global Offensive,24987
barcafan835,240,Counter-Strike: Source,6059
76561198088045830,730,Counter-Strike: Global Offensive,70397
FakerAU,209160,Call of Duty: Ghosts,449
Starshield101,200510,XCOM: Enemy Unknown,327
wooissalty,730,Counter-Strike: Global Offensive,32534
Slynx_,240,Counter-Strike: Source,1391
76561198045953692,261030,The Walking Dead: Season Two,1491
Skuxii,730,Counter-Strike: Global Offensive,21473
ll-poetry,250900,The Binding of Isaac: Rebirth,12935
vingthor4516,217140,Rise of the Triad,176
8j2c4,377160,Fallout 4,5329
cyckath,9480,Saints Row 2,1756
epagames,333930,Dirty Bomb,11
BomberThink,233840,Worms Clan Wars,1662
ScoutCounterAttack,730,Counter-Strike: Global Offensive,47720
Ne0NnNnNnNnN,282660,EAC eSports,1592
Rakurix,381990,Dragon Saga,4420
76561198086039782,730,Counter-Strike: Global Offensive,58363
ANzHawkZ,10180,Call of Duty: Modern Warfare 2,566
holty07,55230,Saints Row: The Third,4334
TheFazza,730,Counter-Strike: Global Offensive,83668
Bigzy,730,Counter-Strike: Global Offensive,66311
noahdj6,65980,Sid Meier's Civilization: Beyond Earth,1130
76561198056711561,10180,Call of Duty: Modern Warfare 2,16
76561198110065267,10090,Call of Duty: World at War,1227
76561198080824028,1250,Killing Floor,2542
ghost-loli,550,Left 4 Dead 2,3036
deandri,730,Counter-Strike: Global Offensive,95419
76561198094321155,241260,Sherlock Holmes: Crimes and Punishments,760
Ranev,10180,Call of Duty: Modern Warfare 2,308
dratini147,250900,The Binding of Isaac: Rebirth,34777
SuperSneakyCreamPuff,377160,Fallout 4,8298
DELIsauce,207610,The Walking Dead,854
the_meat_shield,34870,Sniper Ghost Warrior 2,828
fab2cent,10180,Call of Duty: Modern Warfare 2,2664
xboctisbest,281370,Real Horror Stories Ultimate Edition,6
76561198081822083,10090,Call of Duty: World at War,2830
76561198094665607,287390,Metro: Last Light Redux,1415
bumlickthrower69,550,Left 4 Dead 2,663
76561198069160320,231430,Company of Heroes 2,38064
MIMMATA,323470,DRAGON BALL XENOVERSE,2176
maibiglargebuttocks,24240,PAYDAY: The Heist,6474
76561198097736628,730,Counter-Strike: Global Offensive,156
76561198195091390,730,Counter-Strike: Global Offensive,11354
cjbustuup,730,Counter-Strike: Global Offensive,73261
76561198094634713,730,Counter-Strike: Global Offensive,21091
Ra1der,207610,The Walking Dead,1084
AD51,202970,Call of Duty: Black Ops II,561
reszluigii,20920,The Witcher 2: Assassins of Kings Enhanced Edition,578
Memes2k16,730,Counter-Strike: Global Offensive,60440
76561198163760109,730,Counter-Strike: Global Offensive,103272
76561198036124769,220,Half-Life 2,73
DerpingKoala,230410,Warframe,662
maaatzbr,730,Counter-Strike: Global Offensive,124006
nofeardave83,313160,Farming Simulator 15,45896
76561198091429493,31290,Back to the Future: Ep 1 - It's About Time,200
Mrawes0m3,8930,Sid Meier's Civilization V,38530
76561198097548249,730,Counter-Strike: Global Offensive,84823
ValIsReallySexy,730,Counter-Strike: Global Offensive,87942
cooky1997,550,Left 4 Dead 2,15884
76561198065929319,730,Counter-Strike: Global Offensive,106
vexisprime,8850,BioShock 2,480
kasep,730,Counter-Strike: Global Offensive,110731
Jorbun,213610,Sonic Adventure™ 2 ,406
76561198142482015,232090,Killing Floor 2,2174
76561198050231399,550,Left 4 Dead 2,2144
me11111111,45760,Ultra Street Fighter IV,18083
GAycuntt,730,Counter-Strike: Global Offensive,95831
candel,8870,BioShock Infinite,1311
76561198052654719,730,Counter-Strike: Global Offensive,48153
Kurtle-kun,22370,Fallout 3 - Game of the Year Edition,2419
WhisKeyBby,730,Counter-Strike: Global Offensive,85994
76561198049322372,550,Left 4 Dead 2,2982
XxPuffcronicxX,22300,Fallout 3,2338
headfullofsmeg,230410,Warframe,1147
TheSanicTheHedgehog,730,Counter-Strike: Global Offensive,81653
DHISHANT,730,Counter-Strike: Global Offensive,52494
_bailey,730,Counter-Strike: Global Offensive,50226
sdq101,8870,BioShock Infinite,732
76561198093248844,230410,Warframe,17728
76561198085692317,240,Counter-Strike: Source,11939
beefiest,8870,BioShock Infinite,7936
caiowulf,335890,Nanofights,12
eileen007,730,Counter-Strike: Global Offensive,69354
pleasekillmeihaveadisease,40800,Super Meat Boy,228
Freemeetupsforgaymen,24740,Burnout Paradise: The Ultimate Box,1791
76561198055723928,230410,Warframe,28317
76561198111311213,208580,STAR WARS™ Knights of the Old Republic™ II: The Sith Lords™,1905
MrRugMan,40800,Super Meat Boy,1072
booldknight,230410,Warframe,11599
lteecsgo,730,Counter-Strike: Global Offensive,77508
MrUnknownYT,237110,Mortal Kombat Komplete Edition,706
76561198074561346,730,Counter-Strike: Global Offensive,57127
76561198098314442,730,Counter-Strike: Global Offensive,10422
pizzajesus,310370,The Way of Life Free Edition,21
thomasonefoot,220,Half-Life 2,979
NojLlewxaM,10680,Aliens vs. Predator,214
76561198088103936,730,Counter-Strike: Global Offensive,3486
Aragnum,298030,Total Annihilation,415
venbeer,333930,Dirty Bomb,20
76561198075452263,730,Counter-Strike: Global Offensive,31842
76561198076698338,51100,Tactical Intervention,400
Castor_E,39150,FINAL FANTASY VIII,3443
76561198040946765,47700,Command and Conquer 4: Tiberian Twilight,4818
SamuelTepes,9180,Commander Keen Complete Pack,77
TheGameAndWatch,20,Team Fortress Classic,27
dethonador,230410,Warframe,277214
76561198050680379,377160,Fallout 4,672
75k12,8870,BioShock Infinite,591
SoleSaliva,8930,Sid Meier's Civilization V,11320
frodomybaggins,377160,Fallout 4,1872
atom4399,730,Counter-Strike: Global Offensive,44617
OFFICIALDRTECHNO,250380,Knock-knock,314
FatChicken420,220,Half-Life 2,2399
_SNS_,1250,Killing Floor,42104
76561198070509799,206210,Gotham City Impostors: Free To Play,3369
76561198068952127,209870,Blacklight: Retribution,6454
76561198109510993,730,Counter-Strike: Global Offensive,89466
76561198045402323,302510,Ryse: Son of Rome,380
chocklanisi,15700,Oddworld: Abe's Oddysee,981
dannysfatass,230410,Warframe,5513
76561198008101478,262940,Broken Sword 5 - the Serpent's Curse,1126
76561198062039159,730,Counter-Strike: Global Offensive,19108
coolvibesandchill,200510,XCOM: Enemy Unknown,2820
FrostyBlizzard,63380,Sniper Elite V2,25
76561197978024377,34030,Napoleon: Total War,6460
XarxesTheSecond,1250,Killing Floor,633
sogogamer,389570,Mitos.is: The Game,156
nerfdarius,730,Counter-Strike: Global Offensive,63645
snruby,730,Counter-Strike: Global Offensive,73345
76561198068831727,230410,Warframe,7625
OfficialVinyldash,219700,Dogs of War Online - Beta,22
phrostb,45760,Ultra Street Fighter IV,1752
76561198065634162,203140,Hitman: Absolution,264
76561198040188061,10,Counter-Strike,3895
theserarepierogidoe,32470,STAR WARS™ Empire at War: Gold Pack,464
76561198047756479,730,Counter-Strike: Global Offensive,20802
hoobiedoobie5657,730,Counter-Strike: Global Offensive,13911
badsama,550,Left 4 Dead 2,900
76561198061286579,251060,Wargame: Red Dragon,41472
xmatiias,730,Counter-Strike: Global Offensive,144569
NarukuDeidara,230410,Warframe,300
76561198063000481,55230,Saints Row: The Third,1908
TheRealMagik,420,Half-Life 2: Episode Two,1025
samdakilla,22370,Fallout 3 - Game of the Year Edition,5632
channel28,34900,Bad Rats,111
76561198065866954,330830,Tales from the Borderlands,4626
frannleman,6060,STAR WARS™ Battlefront™ II,4947
Bananasbananas,500,Left 4 Dead,2410
dannysfatass,230410,Warframe,5513
CowOnWeed,220,Half-Life 2,814
alacpt,8870,BioShock Infinite,1754
theyonix,260230,Valiant Hearts: The Great War™ / Soldats Inconnus : Mémoires de la Grande Guerre™,851
76561198063241906,55230,Saints Row: The Third,4647
76561198069271631,730,Counter-Strike: Global Offensive,43661
yolofaceguy,250320,The Wolf Among Us,1469
76561198063620984,359550,Tom Clancy's Rainbow Six Siege,9650
masturbationandselfpity,200510,XCOM: Enemy Unknown,3848
CUSTOM666,250900,The Binding of Isaac: Rebirth,29366
BrahJimbo,207610,The Walking Dead,1136
vampirespyJL93TF2,230410,Warframe,35046
BB_CORN,1250,Killing Floor,1467
76561198094665607,307780,Mortal Kombat X,1470
76561198111678752,6060,STAR WARS™ Battlefront™ II,1392
76561198027553251,203140,Hitman: Absolution,1682
18082001,730,Counter-Strike: Global Offensive,30930
011111135489484797,550,Left 4 Dead 2,436
grutten,730,Counter-Strike: Global Offensive,49720
henrydxb,1250,Killing Floor,1181
verysugoi,250320,The Wolf Among Us,381
76561197960467275,230410,Warframe,111446
Capscain,333930,Dirty Bomb,362
reservegoalie,7940,Call of Duty 4: Modern Warfare,393
scruffy441,221380,Age of Empires II: HD Edition,7123
ShadowYT100,332800,Five Nights at Freddy's 2,182
76561198066674501,235460,METAL GEAR RISING: REVENGEANCE,2222
Captain_Honey,335330,Brick-Force,30
76561198071354146,281370,Real Horror Stories Ultimate Edition,5189
ScorchingShadow,730,Counter-Strike: Global Offensive,163967
mathzar,355180,Codename CURE,435
FPS-Mike,730,Counter-Strike: Global Offensive,100370
cumme,10,Counter-Strike,5359
gatorgolfing,730,Counter-Strike: Global Offensive,74298
76561198082049301,55230,Saints Row: The Third,1670
FuzzyNoNoseJim,550,Left 4 Dead 2,2040
76561198066842598,730,Counter-Strike: Global Offensive,92782
zakbot,8930,Sid Meier's Civilization V,2764
Ranev,730,Counter-Strike: Global Offensive,9911
goldenduckies,209650,Call of Duty: Advanced Warfare,44
76561198026886919,230410,Warframe,13051
Droleee,380,Half-Life 2: Episode One,12
AzzX,22350,BRINK,619
janope,730,Counter-Strike: Global Offensive,32905
76561198062271952,250900,The Binding of Isaac: Rebirth,9485
rtdavid,730,Counter-Strike: Global Offensive,2262
danielm0f0,730,Counter-Strike: Global Offensive,26165
76561198057210491,377160,Fallout 4,23099
76561198088216646,730,Counter-Strike: Global Offensive,7217
TheLivingOrange,208580,STAR WARS™ Knights of the Old Republic™ II: The Sith Lords™,321
76561198035811518,256290,Child of Light,1578
GeometryWarsFTW,730,Counter-Strike: Global Offensive,2944
ButteryTyrant,730,Counter-Strike: Global Offensive,30781
lixdy,730,Counter-Strike: Global Offensive,10163
76561198094665607,1250,Killing Floor,1424
Reggit,239350,Spelunky,1036
MonsOlympus,307780,Mortal Kombat X,1340
76561198139327660,207610,The Walking Dead,783
VHGSPlayer,55230,Saints Row: The Third,661
ronnocbarton,17390,Spore,445
jpvalletta,730,Counter-Strike: Global Offensive,53845
76561198047907062,250320,The Wolf Among Us,1031
76561198083753468,12120,Grand Theft Auto: San Andreas,370
76561198064163195,550,Left 4 Dead 2,16305
76561198095685006,550,Left 4 Dead 2,823
Batmanmotherfucker,261030,The Walking Dead: Season Two,673
4801,730,Counter-Strike: Global Offensive,200385
76561198101552611,10180,Call of Duty: Modern Warfare 2,367
76561198082591639,8930,Sid Meier's Civilization V,11142
SociopathicDestruction,9480,Saints Row 2,203
76561198027553251,209160,Call of Duty: Ghosts,342
cakeflurry,347830,Fairy Fencer F,2268
rootEnginear,550,Left 4 Dead 2,6413
76561198097166040,12220,Grand Theft Auto: Episodes from Liberty City,5
toottootverysad,343000,The Mystery of the Druids,8
prohan,220780,Thomas Was Alone,323
